stu_id,x1stdob,x1ses,x1sex,x1race,x1par1edu,x1par2edu,x1mtscor,x2mtscor,x3gpa9,x3gpaacd,x1parexp,s1eduexp,s2eduexp,s4eduexp
21183,199502,-0.7488,1,5,2,1,46.4867,39.5587,2,2,6,NA,6,3
21184,199301,-0.2306,2,8,NA,NA,44.4267,45.8105,NA,2,NA,NA,NA,NA
21185,199407,0.5311,2,6,2,5,51.5291,51.9981,2,2,6,4,NA,3
21186,199412,0.6856,1,8,4,3,39.8055,50.0042,3.5,3,8,4,4,NA
21187,199403,-0.4704,1,8,3,2,51.3392,47.2415,2.5,2.5,11,5,2,NA
21188,199501,0.1543,2,8,2,4,51.4568,52.4877,3.5,3,6,2,NA,NA
21189,199401,1.41,1,2,NA,NA,79.7453,NA,4,4,NA,5,NA,4
21190,199407,0.543,1,6,2,4,51.8459,57.0274,3.5,3.5,10,6,6,6
21191,199507,0.4116,1,8,4,2,51.2321,63.6253,3.5,3.5,10,5,4,5
21192,199409,0.2005,1,6,4,2,49.4679,NA,2.5,2,11,6,NA,NA
21193,199501,-0.1218,2,5,NA,NA,50.2871,45.014,3,3,NA,5,3,3
21194,199505,-0.1354,1,3,4,2,39.8411,45.3288,2,2,10,6,5,3
21195,199504,-0.4003,2,6,2,2,52.2837,52.5213,3,3,6,NA,NA,NA
21196,199506,-0.0855,2,8,NA,NA,58.0521,54.081,3.5,3.5,NA,6,5,5
21197,199401,0.9838,1,2,NA,NA,67.2662,NA,NA,NA,NA,NA,NA,NA
21198,199403,-0.4348,2,8,3,NA,48.8642,49.5925,2.5,2.5,6,3,4,NA
21199,199504,-1.2098,2,8,2,NA,52.4248,49.1619,2.5,2.5,11,6,4,4
21201,199401,-1.1272,2,5,1,1,48.0488,37.3151,3.5,3,11,NA,2,NA
21202,199505,2.4789,2,6,7,7,60.6722,63.4243,3,2.5,10,6,6,5
21203,199412,1.3163,2,8,NA,NA,62.1079,53.8611,4,4,NA,NA,5,6
21204,199400,NA,2,NA,NA,NA,NA,54.391,NA,NA,NA,NA,6,NA
21205,199410,-0.7751,1,8,2,NA,45.64,52.1181,3.5,4,6,NA,5,5
21208,199308,-0.7596,1,8,NA,NA,45.0064,47.848,NA,1,NA,5,4,NA
21209,199411,-0.1561,1,8,2,2,49.2263,NA,3.5,2.5,10,6,NA,NA
21210,199303,-0.6094,2,3,2,2,31.0571,36.0537,1,1,10,5,2,NA
21211,NA,NA,2,NA,NA,NA,NA,55.0351,3.5,3.5,NA,NA,5,5
21212,199502,0.4809,2,8,2,4,58.0861,61.5194,3,3,10,6,5,NA
21213,199507,0.1277,2,8,NA,NA,52.8337,52.2356,2,1.5,NA,4,2,3
21214,199505,0.4604,1,5,4,5,41.2704,35.8835,2.5,2.5,6,NA,2,NA
21215,199200,NA,2,2,NA,NA,NA,35.6195,NA,NA,NA,NA,1,NA
21216,199505,0.7675,2,8,NA,NA,65.4759,58.0486,3.5,3,NA,4,5,5
21217,199412,-0.4843,2,5,2,2,61.9345,50.594,2.5,3,8,4,5,5
21218,199505,-0.1418,2,2,NA,NA,41.6743,51.1745,2.5,3,NA,2,NA,NA
21219,199501,0.7814,2,8,5,NA,50.9889,62.1383,3.5,3.5,10,NA,4,4
21220,199408,-1.0862,1,8,2,NA,41.7489,54.858,1.5,2.5,6,3,4,3
21221,199400,NA,1,8,3,2,NA,56.1722,3,2,6,NA,4,NA
21222,199411,-0.7156,2,5,NA,NA,42.8447,NA,NA,NA,NA,4,NA,NA
21223,199508,0.3092,1,8,4,2,40.7702,40.7693,3,3,6,3,3,4
21225,NA,NA,2,NA,NA,NA,NA,54.0089,NA,NA,NA,NA,2,NA
21226,199309,-0.6097,2,6,NA,NA,37.8015,30.8261,1,2,NA,3,3,5
21227,199410,0.0545,1,8,NA,NA,50.9803,NA,NA,0.25,NA,4,NA,NA
21228,199503,-0.1575,1,2,NA,NA,60.3276,56.4324,3,2.5,NA,NA,NA,5
21229,199409,0.3987,2,8,NA,NA,59.5241,49.4833,3.5,3.5,NA,NA,NA,NA
21230,199412,0.4804,2,8,2,2,59.4749,51.6129,4,4,10,6,5,4
21231,199402,-0.2591,1,8,2,1,44.9685,38.7715,2,2,2,2,NA,NA
21232,199300,NA,1,NA,NA,NA,NA,31.8857,2.5,3,NA,NA,NA,2
21233,199412,-1.1103,2,8,3,NA,61.5981,54.3734,4,3.5,6,6,4,5
21234,199506,0.1295,1,8,2,4,65.2151,66.6109,2,1.5,6,NA,3,3
21235,199511,0.0735,2,8,3,2,39.5918,39.853,2.5,2,6,NA,3,4
21236,199509,-0.6777,2,5,NA,NA,48.8274,51.3652,0.5,1.5,NA,6,6,NA
21237,199504,0.4868,1,6,4,2,67.9538,68.2591,3,3,6,6,4,NA
21238,199507,0.1521,2,8,NA,NA,48.3054,NA,2.5,2.5,NA,6,NA,NA
21239,199506,-0.1181,1,8,3,2,52.9438,43.9403,3,3,6,NA,3,4
21240,199500,NA,1,NA,NA,NA,NA,31.3065,2,1.5,NA,NA,3,3
21241,199503,0.7133,2,6,5,3,51.403,NA,1.5,1.5,10,5,NA,6
21242,199401,-1.3184,2,3,2,NA,51.0015,NA,0.5,0.25,10,NA,NA,5
21243,199411,-0.102,2,3,NA,NA,38.3992,41.075,NA,NA,NA,6,4,NA
21244,199504,-0.1027,2,4,NA,NA,48.08,45.9081,0.5,1,NA,2,2,3
21245,199412,-0.3596,2,8,2,NA,59.6934,64.3044,4,4,4,4,4,4
21247,199400,NA,1,NA,2,3,NA,51.2824,1.5,1.5,2,NA,2,NA
21248,199502,0.5498,1,8,4,NA,73.4425,72.9468,3.5,3.5,8,4,4,6
21249,199508,-0.2696,1,2,2,5,69.4831,70.3056,4,4,6,5,6,NA
21250,199500,NA,2,2,NA,NA,NA,58.1974,NA,NA,NA,NA,4,4
21251,199312,1.1273,1,5,7,NA,41.9987,43.7301,2,1.5,8,3,NA,NA
21252,199406,-0.7383,2,8,NA,NA,30.7225,39.6956,1.5,1.5,NA,NA,2,4
21253,199500,NA,1,8,3,1,NA,49.3326,3.5,3,6,NA,3,NA
21254,199503,-0.4799,1,3,4,2,51.4395,53.5224,1,1.5,6,4,4,4
21255,199507,0.2054,1,8,3,2,33.0219,33.1146,2.5,2.5,6,2,NA,2
21257,199505,-0.3664,2,5,2,3,50.3361,42.6651,3,3,10,5,5,4
21258,199500,NA,2,NA,NA,NA,NA,53.4651,NA,NA,NA,NA,5,NA
21259,199504,1.1664,1,2,NA,NA,65.2113,NA,2.5,2.5,NA,NA,NA,NA
21260,199400,NA,1,3,NA,NA,NA,56.6907,3,3,NA,NA,5,NA
21261,199508,-0.8238,2,2,1,1,39.9107,NA,2.5,2,8,6,NA,NA
21262,199505,0.6753,2,3,4,4,63.7266,65.9123,4,4,8,4,4,5
21264,199508,1.2719,2,8,5,4,78.1397,80.405,4,4,10,5,5,6
21265,199510,-0.4729,1,5,2,2,63.0376,60.935,3,2,8,5,4,NA
21266,199507,-0.4125,1,5,NA,NA,59.6647,57.5487,3,3.5,NA,4,4,NA
21267,199503,1.502,1,8,5,4,60.1423,66.4333,3.5,3.5,6,6,4,4
21268,199506,-0.0784,2,8,4,3,52.3908,43.4515,3,2,6,5,4,NA
21269,199503,-0.4348,2,8,3,NA,55.8353,47.0157,3.5,4,6,NA,NA,NA
21270,199500,NA,1,NA,NA,NA,NA,54.1612,3,2.5,NA,NA,4,6
21271,199412,-0.5751,1,8,NA,NA,31.1947,NA,0.5,0.5,NA,2,NA,NA
21272,199505,0.1734,1,8,3,4,49.7092,50.561,2.5,2.5,11,5,NA,5
21273,199503,0.4431,2,8,3,3,52.9385,61.533,2.5,2.5,6,6,4,NA
21274,199411,-0.18,2,8,3,3,55.124,63.0716,4,4,6,4,4,5
21275,199506,0.0411,1,8,2,4,49.3461,50.3572,3,2.5,6,5,NA,4
21276,199509,0.2433,1,3,NA,NA,54.9302,54.6394,2,2,NA,NA,NA,NA
21277,199411,-0.1774,2,8,2,2,59.4178,48.9971,4,4,10,NA,4,5
21278,199400,0.4875,1,5,NA,NA,61.6745,71.2052,4,4,NA,6,5,NA
21279,199407,-0.0639,1,8,NA,NA,50.2514,44.4848,NA,NA,NA,6,2,NA
21280,199500,NA,2,NA,NA,NA,NA,38.5361,2.5,2.5,NA,NA,NA,NA
21281,199502,0.7183,1,8,4,4,50.9527,53.3855,2.5,2,8,4,4,NA
21282,199508,1.1476,1,6,4,4,61.4847,55.6598,3.5,3,6,4,4,5
21283,199310,-0.8229,2,5,1,2,36.2508,38.3521,0.25,0.25,2,2,2,NA
21284,199509,0.0185,1,8,3,4,61.2166,NA,3,2.5,8,4,NA,NA
21285,199506,0.2213,2,8,3,NA,51.2686,53.638,3,3.5,6,4,5,5
21286,199406,-0.3554,1,8,2,NA,53.5891,43.0169,3.5,3,4,4,NA,NA
21287,199400,NA,1,3,NA,NA,NA,42.276,NA,NA,NA,NA,NA,NA
21288,NA,NA,2,NA,NA,NA,NA,41.0781,2.5,2,NA,NA,2,NA
21289,199507,-0.4293,2,8,2,2,41.9195,41.3882,2.5,2.5,8,NA,3,NA
21290,199403,-0.4975,1,8,2,2,49.5777,49.2589,NA,1.5,11,6,4,6
21291,199410,-0.965,2,5,1,1,30.1368,33.1063,3.5,2.5,10,2,2,NA
21292,199508,0.1575,1,5,4,2,50.5812,49.7649,3,2.5,6,NA,4,4
21293,199505,0.4304,1,8,3,3,54.4103,52.2243,3.5,2.5,6,NA,NA,3
21295,199507,0.4487,2,6,4,2,61.3558,57.3629,3.5,3,10,6,6,6
21296,199506,0.0504,2,3,3,NA,52.5768,53.1192,3,3.5,11,6,6,6
21297,199506,1.4278,2,3,5,5,65.2551,67.2844,3.5,3.5,10,6,6,6
21298,199400,NA,1,4,NA,NA,NA,54.1603,2,2,NA,NA,4,4
21299,199512,0.9676,2,8,5,5,58.4587,55.2921,3,2.5,10,6,4,5
21300,199508,1.4683,2,8,7,4,43.9125,47.576,3.5,3,6,NA,NA,NA
21301,199409,-0.9952,1,3,2,NA,46.0754,36.8364,2.5,2,2,4,2,NA
21302,199410,0.6985,1,2,NA,NA,59.4261,66.6119,3.5,3,NA,NA,5,6
21303,199506,0.6782,2,8,4,NA,48.6993,53.7344,4,3.5,10,6,4,5
21304,199507,2.0558,1,6,7,7,76.3082,74.2677,4,4,10,6,6,5
21305,199410,-0.1484,1,8,2,2,51.5074,47.6294,3.5,3.5,6,4,4,6
21306,199408,0.9295,1,2,3,4,52.9294,52.9674,3,3,4,NA,4,NA
21308,199504,0.9079,1,6,4,NA,54.7718,56.1075,3.5,3,10,5,5,NA
21309,199409,-0.2692,1,6,3,2,66.8246,69.8819,3.5,3,6,5,4,4
21310,199403,-0.1932,2,6,3,1,49.2902,34.6175,2,1.5,2,NA,2,NA
21311,199411,0.6376,2,8,5,NA,36.8471,45.3494,1.5,1.5,6,6,NA,NA
21312,199501,-0.43,1,8,2,NA,67.9952,63.3047,4,3.5,6,4,4,NA
21314,199411,1.1258,2,8,3,7,57.623,57.4732,NA,3,11,6,5,6
21315,199411,0.4229,2,8,NA,NA,57.7386,50.2095,3,3,NA,5,4,NA
21316,199410,0.1432,2,8,3,3,72.4035,69.1599,4,4,8,5,4,4
21317,199503,-0.8455,1,8,2,NA,61.5792,52.5415,2.5,2.5,11,NA,4,4
21318,199409,-1.6616,1,5,1,NA,29.7121,NA,1.5,1.5,2,2,NA,2
21319,199508,-0.2905,1,8,NA,NA,44.7462,38.0882,2.5,2.5,NA,5,6,5
21320,199511,-0.2324,2,8,2,2,64.7556,NA,2.5,2.5,8,6,NA,NA
21321,199501,0.7138,2,8,2,5,63.2134,53.1034,4,3.5,10,4,4,5
21322,199504,-0.8429,2,5,2,2,38.96,45.554,3,3,2,5,4,NA
21323,199411,1.0452,1,6,4,5,52.1971,46.3361,4,3.5,10,6,4,NA
21324,199412,-0.1342,1,3,NA,NA,43.6364,47.2673,2,1.5,NA,NA,NA,4
21325,199504,1.2729,2,8,2,7,56.6694,56.1428,3,3,8,NA,3,6
21326,199508,0.7803,2,8,NA,NA,47.6791,51.5861,3,3,NA,2,6,2
21328,199307,-0.594,2,3,2,2,41.8657,40.88,2.5,1.5,4,4,4,NA
21329,199505,0.4998,2,8,2,2,61.7826,54.8773,3.5,3,10,5,4,NA
21330,199410,0.2582,2,6,2,4,48.6871,49.6912,3,3,6,6,5,5
21333,199504,0.4742,2,6,4,2,54.3509,NA,3.5,3.5,6,NA,NA,NA
21334,199503,0.2028,2,8,4,NA,58.9454,52.2898,3,3,6,NA,6,5
21335,199502,-0.2293,1,8,2,2,58.9364,NA,1.5,1.5,6,4,NA,NA
21336,199411,0.4594,1,6,NA,NA,50.8276,53.1843,2,1.5,NA,NA,2,NA
21337,199508,0.5926,1,8,NA,NA,43.532,NA,NA,NA,NA,2,NA,NA
21338,199501,-0.0068,2,5,NA,NA,43.8121,NA,3,3,NA,NA,NA,NA
21339,199409,0.7577,1,8,4,2,60.2149,NA,3.5,3,10,NA,NA,NA
21340,199511,1.78,1,2,4,7,75.5951,78.2406,4,4,10,6,6,6
21341,199507,-0.098,2,8,2,2,47.9607,32.9624,1.5,2,11,NA,5,4
21342,199502,-0.0306,1,8,2,3,62.2803,62.7719,3,2.5,6,5,5,3
21343,199400,NA,1,NA,NA,NA,NA,61.1058,4,4,NA,NA,5,4
21344,199311,0.5626,2,8,4,3,49.3721,NA,1,1,8,3,NA,NA
21345,199501,0.4731,2,8,4,2,49.7182,52.6814,3,3,10,6,4,5
21346,199503,-0.5201,1,8,NA,NA,32.7543,NA,NA,NA,NA,2,NA,2
21347,199411,-0.5687,1,6,3,2,42.0689,65.7955,3.5,3.5,6,4,4,4
21348,199406,0.7533,1,8,4,5,53.3447,55.2501,3.5,3.5,6,4,6,NA
21349,199501,1.4274,2,8,4,4,54.9406,59.9638,3.5,3.5,6,4,4,4
21350,199409,-0.4262,1,6,NA,NA,36.725,49.9405,1.5,1.5,NA,4,4,NA
21352,NA,NA,2,NA,NA,NA,NA,48.5233,3.5,3,NA,NA,6,4
21353,199308,-0.926,2,5,NA,NA,33.8762,42.5455,1,1.5,NA,6,4,NA
21354,199409,0.7534,1,8,5,3,50.693,55.1951,3,2.5,6,3,5,5
21355,199312,-0.9059,1,2,NA,NA,36.2985,NA,1.5,1.5,NA,4,NA,NA
21356,199506,-0.8158,2,4,1,2,30.097,34.1497,NA,NA,2,NA,2,5
21358,199505,0.8512,2,8,5,NA,49.2668,49.7605,3,3,8,NA,6,NA
21359,199300,NA,1,2,NA,NA,NA,36.1702,2.5,2.5,NA,NA,2,3
21360,199408,1.7233,2,2,7,5,34.3658,42.0472,2.5,2,6,6,4,6
21361,199508,0.5182,2,8,2,2,63.6143,64.1568,4,4,10,6,5,6
21362,199508,-0.4103,1,8,4,2,41.9761,61.2366,2.5,2.5,4,2,NA,NA
21363,199410,-0.4584,2,8,2,2,48.4543,46.742,3,3,6,3,4,4
21364,199500,NA,2,NA,NA,NA,NA,65.5083,4,4,NA,NA,4,4
21365,199501,0.296,1,8,4,2,62.281,64.0827,3,2.5,8,6,5,4
21366,199403,-0.8794,2,5,2,2,43.3863,NA,3,2,4,NA,NA,NA
21367,199409,0.8512,1,3,5,NA,49.2518,51.6047,3,2.5,6,5,5,5
21368,NA,NA,1,8,1,NA,NA,39.542,NA,NA,2,NA,NA,NA
21369,199508,-0.3204,2,8,3,3,57.3651,38.6462,3.5,3.5,11,6,5,5
21370,199504,0.5794,2,5,3,NA,34.0175,31.2034,2.5,2.5,11,2,6,4
21371,199506,1.8942,1,2,5,7,59.7771,66.0866,4,3.5,10,6,6,6
21372,199508,-0.2515,1,8,2,1,51.09,51.4136,2.5,3,6,6,NA,6
21373,199501,2.1066,1,8,5,7,49.6678,54.0231,3,3,6,4,4,4
21374,199400,NA,2,8,2,2,NA,49.0136,2,2,11,NA,NA,NA
21375,199505,-0.5983,1,5,2,2,65.6494,NA,NA,1.5,10,5,NA,5
21376,199501,-0.2377,1,8,3,2,27.2121,30.8916,1.5,1.5,8,NA,NA,NA
21377,199409,-0.9809,1,5,NA,NA,48.513,54.9474,3,2.5,NA,6,4,NA
21378,199505,-0.2501,1,6,3,3,45.3604,47.1886,3,2.5,6,NA,4,NA
21379,199503,0.0478,2,3,2,4,44.4389,49.2724,NA,NA,8,2,5,4
21380,199300,NA,1,4,1,1,NA,46.5183,3,2.5,NA,NA,3,NA
21381,199400,NA,2,NA,NA,NA,NA,41.4678,1.5,1.5,NA,NA,2,3
21382,199409,-0.1433,2,8,2,2,25.6507,31.3043,1.5,2,6,NA,2,NA
21383,199409,-0.8358,2,4,NA,NA,53.3015,NA,2.5,2,NA,3,NA,NA
21384,199507,0.4884,1,8,3,3,52.9448,47.5894,3.5,3,4,4,3,3
21385,199509,-0.394,1,8,2,2,34.2481,47.5095,1,1,11,NA,NA,NA
21386,199509,0.4005,2,8,NA,NA,61.6039,56.9147,3.5,3.5,NA,6,3,NA
21387,199507,-0.7022,2,5,2,3,47.0014,49.2686,3,3,10,NA,6,6
21388,199500,NA,2,NA,NA,NA,NA,50.9782,4,4,NA,NA,4,5
21389,199506,-0.2053,2,8,3,2,53.1841,55.5293,3.5,3.5,11,NA,4,NA
21390,NA,NA,1,2,NA,NA,NA,67.365,3.5,3,NA,NA,5,NA
21391,199410,-0.2082,2,8,NA,NA,55.2567,53.0077,3,3,NA,2,4,NA
21392,199503,-0.1774,2,8,2,2,52.7432,54.5495,3,3,11,3,NA,NA
21394,199411,1.2864,2,2,3,4,62.6035,53.9828,4,3.5,10,6,5,5
21396,199412,0.1141,1,8,NA,NA,49.1933,44.6723,3.5,3,NA,5,5,NA
21397,199506,-0.8525,1,5,1,1,49.5745,62.861,3.5,2.5,11,4,4,NA
21398,199507,1.6392,1,8,4,5,56.8549,50.8226,3,2.5,6,6,6,NA
21399,199507,-0.1256,1,5,4,2,58.2088,67.4748,4,4,10,5,5,4
21400,199507,1.3582,2,8,7,4,57.7835,52.2695,3,3.5,11,3,4,6
21401,199401,0.3751,1,6,2,4,32.5379,41.1216,2.5,2,4,5,3,NA
21402,199410,-0.1941,2,8,2,2,60.1704,51.707,3.5,3.5,8,6,5,NA
21403,199412,-0.1566,1,2,NA,NA,64.6108,NA,NA,NA,NA,NA,NA,NA
21404,199505,-0.0902,2,6,2,2,60.7577,54.1527,3,3,11,4,4,NA
21405,199410,1.0597,2,6,4,7,61.337,55.3667,2.5,2.5,6,NA,NA,NA
21406,199509,-1.3048,1,2,2,1,46.0631,54.2733,4,3.5,11,NA,5,4
21407,199504,-0.4023,2,3,2,NA,36.3402,50.0747,1.5,2.5,6,4,4,6
21408,199410,-1.2795,1,5,1,2,36.8393,42.3965,1.5,1.5,11,5,5,4
21409,199410,0.4175,2,6,NA,NA,40.3051,44.1919,NA,NA,NA,NA,4,NA
21410,199402,-0.3312,1,8,3,NA,50.5279,51.5849,2.5,2,6,NA,3,2
21411,199501,0.1681,2,8,3,2,58.9211,57.6832,3,3.5,10,6,6,2
21412,199411,-0.3401,2,8,NA,NA,57.7732,50.3248,3.5,3,NA,6,6,2
21413,199408,0.2895,1,6,4,2,48.3709,55.7998,3.5,2.5,10,4,4,NA
21414,199511,-1.5655,2,5,1,1,42.0715,NA,NA,NA,11,4,NA,NA
21415,199503,2.1428,1,8,5,7,53.4411,62.6899,3.5,3.5,10,6,5,4
21416,199412,0.3355,2,3,4,NA,50.7254,55.225,2.5,2.5,6,6,6,5
21419,199211,-0.825,1,5,NA,NA,29.5519,NA,0.25,NA,NA,NA,NA,NA
21421,199501,-0.7751,2,3,2,NA,39.7047,46.8714,1,1,6,NA,NA,NA
21422,199412,-0.3575,1,5,2,2,48.174,49.4673,2.5,2.5,10,4,4,4
21423,199408,-0.3424,2,5,3,1,35.7406,42.6496,1.5,1.5,11,6,5,4
21424,199503,1.2598,1,8,7,4,35.9509,39.728,1.5,1.5,8,2,2,1
21425,199500,NA,1,3,NA,NA,NA,49.1344,2,2,NA,NA,3,NA
21426,199502,-0.2004,2,8,3,NA,32.6613,29.0371,2,2,8,6,5,2
21427,199411,-1.0089,1,5,1,1,42.6995,47.8885,1.5,1.5,2,2,2,2
21428,199401,-0.1737,2,6,4,2,28.4165,33.7119,1.5,1.5,6,4,2,NA
21429,199309,-0.0561,1,8,NA,NA,50.795,NA,NA,NA,NA,2,NA,NA
21430,199408,-0.6318,2,4,NA,NA,38.5166,37.7285,3,3,NA,2,NA,NA
21431,199409,0.917,1,8,4,NA,49.9841,49.7204,4,4,8,NA,2,NA
21432,199409,-1.044,2,8,1,2,39.7498,30.0017,2,2.5,2,2,2,2
21433,199200,NA,1,2,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA
21434,199205,-0.6888,1,3,2,2,58.5941,NA,1,0.5,6,2,NA,NA
21435,199501,-1.0635,2,5,1,NA,30.0228,31.0521,2,2.5,11,2,2,NA
21436,199507,0.2673,1,8,4,NA,48.0564,51.0752,2.5,2,6,NA,4,3
21437,199504,-0.6512,1,3,NA,NA,29.2065,33.5913,1,1,NA,6,5,NA
21438,199506,0.5253,1,5,3,3,48.9147,55.8207,2.5,2.5,6,6,5,NA
21439,199505,1.0776,1,8,4,4,68.7141,73.1856,3.5,3.5,8,6,5,5
21440,199502,0.0356,1,2,NA,NA,52.5351,49.1536,NA,NA,NA,NA,NA,NA
21441,199500,NA,1,3,NA,NA,NA,56.331,3.5,3,NA,NA,3,NA
21442,199502,0.984,2,5,5,NA,52.2518,54.1969,3.5,3,6,5,6,6
21443,199408,-0.9535,1,8,2,1,55.0069,62.2748,4,3.5,11,NA,2,NA
21444,199400,NA,2,NA,NA,NA,NA,55.8803,1,1,NA,NA,4,NA
21445,199406,-0.4012,2,8,3,2,54.8494,54.1527,NA,NA,6,4,2,4
21446,199501,-0.8852,1,8,2,2,58.4462,55.2105,3.5,3,4,5,5,2
21447,199502,0.6406,2,3,4,4,51.1109,45.982,3,3,8,5,5,5
21448,199509,-0.594,1,5,2,2,62.3436,65.2238,1.5,2,4,NA,3,4
21449,199508,0.093,2,8,2,2,58.8928,54.9707,3,3,6,NA,NA,NA
21450,199503,-0.2739,2,3,NA,NA,43.5569,56.2981,4,3.5,NA,5,6,NA
21451,199510,-1.248,1,8,2,NA,49.1689,50.2413,2.5,2.5,6,3,4,4
21452,199511,0.7474,1,5,5,4,63.3471,62.6644,2.5,3,8,NA,NA,5
21453,199508,1.471,2,8,5,4,69.8565,61.9836,4,4,6,5,5,5
21454,199502,0.1135,1,6,NA,NA,49.4735,47.2183,3,2.5,NA,4,NA,3
21455,199407,-0.3362,1,8,2,2,62.5757,58.9206,4,3,10,6,6,NA
21456,199500,NA,1,NA,NA,NA,NA,62.1999,3,3,NA,NA,6,6
21457,199501,1.4453,1,8,5,5,61.2818,65.6114,3,3,8,5,5,5
21459,199503,-0.7751,1,5,2,NA,40.7436,51.0035,3,3,4,NA,NA,6
21460,199411,0.8303,1,8,4,3,59.8026,51.8024,3.5,3.5,10,6,5,6
21461,199505,0.3448,2,8,NA,NA,52.157,NA,3,3,NA,NA,NA,5
21462,199501,0.3282,1,8,4,2,35.6303,40.4719,2,2,6,NA,NA,NA
21463,199512,0.1805,1,2,NA,NA,49.3883,NA,2,2,NA,6,NA,NA
21464,199412,0.2763,2,8,3,3,52.3557,50.9863,3.5,3,6,5,NA,5
21465,199504,-0.068,1,6,2,3,58.6281,54.813,2,1.5,4,2,2,NA
21467,199502,1.3455,2,2,4,7,71.9022,75.7435,3.5,2.5,6,6,6,NA
21468,199502,-1.7157,2,2,1,NA,54.3168,43.5061,3.5,3,2,2,NA,3
21469,199412,-0.1535,2,6,4,2,40.5741,50.6799,3.5,3.5,6,5,4,3
21470,199408,0.2004,1,8,4,4,62.993,52.1279,3,3.5,6,4,5,5
21471,199407,1.2556,2,8,5,4,50.0569,51.8416,3.5,3.5,8,NA,5,NA
21472,199502,-0.2092,2,5,NA,NA,61.2244,62.3007,3.5,3.5,NA,4,5,5
21473,199500,NA,1,NA,NA,NA,NA,49.6532,3,3,NA,NA,4,5
21474,199509,-0.8837,2,8,2,NA,43.6557,50.8199,2.5,2.5,6,3,4,NA
21475,199406,0.9703,1,8,5,2,59.5615,NA,NA,NA,8,NA,NA,NA
21476,199410,-0.2339,2,8,2,2,53.3775,53.5218,4,3.5,10,5,4,4
21477,199502,-0.5265,1,6,3,2,52.439,50.8537,2,1.5,6,5,4,4
21478,199500,NA,1,2,NA,NA,NA,NA,3,3,NA,NA,NA,NA
21479,199407,0.9193,1,8,4,4,45.4742,32.4423,2,2.5,2,3,NA,6
21480,199504,-0.8122,1,5,2,1,50.6222,34.5395,2.5,2,6,3,4,4
21481,199506,-0.0701,2,8,3,2,45.4304,38.8985,4,4,6,4,NA,4
21482,199509,-1.5209,1,8,2,NA,47.2429,48.168,3,2.5,2,2,NA,NA
21484,199311,-0.0527,2,3,2,4,34.3635,32.2642,NA,2,2,NA,2,4
21485,199510,-0.6865,2,8,2,2,64.7867,62.6102,4,3.5,10,6,4,NA
21486,199201,-0.3972,1,3,NA,NA,32.1121,NA,1,0.5,NA,NA,NA,NA
21487,199404,-0.117,1,6,NA,NA,50.7584,37.8834,1.5,1.5,NA,4,3,3
21488,199411,-0.4046,2,8,2,2,46.5902,46.0447,3.5,3.5,6,4,4,4
21489,199400,NA,2,3,NA,NA,NA,34.2813,2,3,NA,NA,2,2
21490,199410,-0.717,2,8,2,2,50.9416,50.1766,2.5,2,6,NA,4,3
21491,199501,1.3434,2,8,5,4,54.619,66.5641,3.5,3.5,11,5,4,5
21492,199409,-0.2737,1,8,2,2,57.4997,53.7004,2.5,2,8,NA,4,4
21493,199409,0.1511,2,8,3,3,56.3361,65.8762,3.5,3.5,8,NA,4,5
21494,199411,0.6408,2,8,4,NA,53.9266,54.5099,3.5,3.5,6,4,4,4
21495,199505,0.7188,1,8,NA,NA,53.0966,49.1444,1.5,2,NA,NA,NA,NA
21496,199403,0.4745,1,8,NA,NA,46.6031,38.9435,3.5,2.5,NA,4,6,NA
21497,199412,-0.0419,1,2,4,2,67.5352,62.6188,3.5,3,6,3,4,NA
21498,199412,0.0603,2,5,2,2,49.6808,57.8627,4,3.5,10,5,4,NA
21499,199504,1.501,1,8,7,3,56.7798,59.9042,3,3,10,6,6,6
21500,199400,NA,1,3,NA,NA,NA,47.5489,3,3,NA,NA,2,2
21501,199508,1.1229,1,8,5,5,65.4292,67.6113,4,3.5,10,6,5,4
21502,199403,-0.6674,1,5,NA,NA,43.3038,NA,2.5,2.5,NA,4,NA,NA
21503,199408,-1.2626,1,8,1,2,55.8831,31.2257,3,2.5,2,NA,2,NA
21504,199405,0.3168,1,3,NA,NA,47.7256,31.2169,1.5,1,NA,NA,3,2
21505,199507,-0.2032,1,5,NA,NA,46.3126,47.1724,2,1.5,NA,2,2,NA
21506,199502,1.2215,1,8,4,7,49.3171,54.2797,2,2,6,4,4,NA
21507,199502,0.7378,1,2,4,4,48.9839,51.8225,3.5,3,6,5,2,4
21508,199502,0.1856,2,8,4,2,45.695,44.0321,3,3,10,NA,5,NA
21509,199409,-1.245,2,8,2,NA,29.4449,44.4518,2,1,4,2,5,NA
21511,199506,-0.4052,2,3,3,2,25.8192,NA,2,2,11,NA,NA,4
21512,199502,-0.2944,1,2,4,1,64.2284,69.6204,2.5,3,10,NA,NA,4
21513,199502,0.5037,2,8,NA,NA,46.9546,47.6569,2.5,2,NA,5,NA,NA
21514,199504,-0.7466,2,6,4,NA,51.973,47.4396,2.5,2.5,8,4,5,5
21515,199409,-0.2118,1,8,NA,NA,45.6116,39.9395,1.5,2,NA,4,4,3
21516,199506,-0.7679,2,8,2,1,49.1311,NA,3,3,2,NA,NA,NA
